InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Revenue,Region,PriceBand,OrderType,CustomerTotal,CustomerOrders,ShareOfCustomerSpend,RevenueZScoreInCountry,CountryMedianRevenue,RevenueTier,IsWeekend,IsRepeatCustomer,QuantityBucket,CustomerValueQuartile,Year,Month,DayName,Hour,Quarter,Revenue_Capped,BasketSize,BasketLines,BasketValue,LogRevenue,RevenueRankInCustomer,IsTopLineForCustomer,RevenuePerUnit
570011,22142,Christmas Craft White Fairy,12,2011-10-07 09:44:00,1.45,16477,United Kingdom,17.4,UK,Standard,Normal,2494.46,7,0.007,-0.01,10.2,Mid,0,Repeat,7-12,Q2,2011,10,Friday,9,4,17.4,316,25,495.2,2.91235066461494,17,False,1.45
573892,22161,Heart Decoration Rustic Hanging,24,2011-11-01 13:57:00,0.19,14911,Eire,4.5600000000000005,EU,Budget,Bulk-Cheap,143825.06,201,0.0,-0.383,17.4,Low,0,Repeat,13-24,Q4-High,2011,11,Tuesday,13,4,4.5600000000000005,270,44,834.38,1.7155981082624912,377,False,0.19
575629,POST,Postage,1,2011-11-10 13:34:00,18.0,12599,France,18.0,EU,Luxury,Single-Premium,1032.58,7,0.0174,-0.095,16.6,Mid,0,Repeat,1-2,Q1-Low,2011,11,Thursday,13,4,18.0,207,14,175.54000000000002,2.9444389791664403,11,False,18.0
562542,22984,Card Gingham Rose,12,2011-08-05 15:40:00,0.42,17377,United Kingdom,5.04,UK,Budget,Normal,4100.92,20,0.0012,-0.048,10.2,Low,0,Repeat,7-12,Q3,2011,8,Friday,15,3,5.04,368,43,314.69,1.7984040119467235,73,False,0.42
550517,22295,Heart Filigree Dove Large,12,2011-04-19 08:17:00,1.65,14352,United Kingdom,19.799999999999997,UK,Standard,Normal,1078.96,4,0.0184,-0.003,10.2,Mid,0,Repeat,7-12,Q1-Low,2011,4,Tuesday,8,2,19.799999999999997,316,29,614.02,3.034952986707272,13,False,1.65
542789,21499,Blue Polkadot Wrap,25,2011-02-01 10:38:00,0.42,17511,United Kingdom,10.5,UK,Budget,Bulk-Cheap,91062.38,31,0.0001,-0.031,10.2,Low,0,Repeat,25+,Q4-High,2011,2,Tuesday,10,1,10.5,2945,58,4446.88,2.4423470353692043,214,False,0.42
550479,22549,Picture Dominoes,24,2011-04-18 14:01:00,1.45,15625,United Kingdom,34.8,UK,Standard,Bulk-Cheap,1534.26,4,0.0227,0.043,10.2,Mid,0,Repeat,13-24,Q2,2011,4,Monday,14,2,34.8,513,36,695.3299999999999,3.5779478934066544,6,False,1.45
542111,22189,Cream Heart Card Holder,4,2011-01-25 13:55:00,3.95,14341,United Kingdom,15.8,UK,Standard,Normal,2182.28,8,0.0072,-0.015,10.2,Mid,0,Repeat,3-6,Q2,2011,1,Tuesday,13,1,15.8,170,16,224.48000000000002,2.8213788864092133,23,False,3.95
577842,82551,Laundry 15C Metal Sign,12,2011-11-22 10:39:00,1.45,16353,United Kingdom,17.4,UK,Standard,Normal,6675.71,23,0.0026,-0.01,10.2,Mid,0,Repeat,7-12,Q4-High,2011,11,Tuesday,10,4,17.4,177,8,787.5500000000001,2.91235066461494,32,False,1.45
547058,20727,Lunch Bag  Black Skull.,10,2011-03-20 12:44:00,1.65,14232,United Kingdom,16.5,UK,Standard,Normal,2048.07,5,0.0081,-0.013,10.2,Mid,1,Repeat,7-12,Q2,2011,3,Sunday,12,1,16.5,568,47,693.1800000000001,2.8622008809294686,22,False,1.65
564198,10133,Colouring Pencils Brown Tube,5,2011-08-23 17:18:00,0.42,14418,United Kingdom,2.1,UK,Budget,Normal,1937.25,3,0.0011,-0.057,10.2,Low,0,Repeat,3-6,Q2,2011,8,Tuesday,17,3,2.1,148,19,150.44,1.1314021114911006,66,False,0.42
543040,22417,Pack Of 60 Spaceboy Cake Cases,1,2011-02-02 17:06:00,0.55,17337,United Kingdom,0.55,UK,Budget,Normal,2027.8700000000001,4,0.0003,-0.062,10.2,Low,0,Repeat,1-2,Q2,2011,2,Wednesday,17,1,0.55,703,259,1026.72,0.4382549309311553,99,False,0.55
560224,22804,Candleholder Pink Hanging Heart,2,2011-07-15 16:06:00,2.95,14572,United Kingdom,5.9,UK,Standard,Normal,2832.84,7,0.0021,-0.045,10.2,Low,0,Repeat,1-2,Q3,2011,7,Friday,16,3,5.9,248,45,400.76,1.9315214116032138,69,False,2.95
580513,23209,Lunch Bag Vintage Doily,1,2011-12-04 13:59:00,1.65,14456,United Kingdom,1.65,UK,Standard,Normal,3062.4,9,0.0005,-0.058,10.2,Low,1,Repeat,1-2,Q3,2011,12,Sunday,13,4,1.65,534,117,382.96,0.9745596399981308,101,False,1.65
566933,48185,Doormat Fairy Cake,20,2011-09-15 15:30:00,4.58,18102,United Kingdom,91.6,UK,Standard,Normal,259657.3,60,0.0004,0.218,10.2,Top,0,Repeat,13-24,Q4-High,2011,9,Thursday,15,3,91.6,320,16,1465.6,4.528289141652134,192,False,4.58
563626,21980,Pack Of 12 Red Retrospot Tissues,24,2011-08-18 10:31:00,0.29,16187,United Kingdom,6.959999999999999,UK,Budget,Bulk-Cheap,6911.4400000000005,15,0.001,-0.042,10.2,Low,0,Repeat,13-24,Q4-High,2011,8,Thursday,10,3,6.959999999999999,642,28,702.88,2.0744289998562917,86,False,0.29
566053,21175,Gin + Tonic Diet Metal Sign,1,2011-09-08 14:57:00,2.55,14410,United Kingdom,2.55,UK,Standard,Normal,1105.07,9,0.0023,-0.055,10.2,Low,0,Repeat,1-2,Q2,2011,9,Thursday,14,3,2.55,77,42,120.97999999999999,1.2669476034873244,46,False,2.55
574672,84380,Set Of 3 Butterfly Cookie Cutters,1,2011-11-06 12:25:00,1.45,13532,United Kingdom,1.45,UK,Standard,Normal,210.31,1,0.0069,-0.059,10.2,Low,1,One-Time,1-2,Q1-Low,2011,11,Sunday,12,4,1.45,129,66,210.31,0.8960880245566356,22,False,1.45
563580,20679,Edwardian Parasol Red,1,2011-08-17 15:53:00,5.95,16706,United Kingdom,5.95,UK,Premium,Normal,531.35,3,0.0112,-0.045,10.2,Low,0,Repeat,1-2,Q1-Low,2011,8,Wednesday,15,3,5.95,165,70,291.53,1.9387416595767009,13,False,5.95
570507,23263,Set Of 3 Wooden Heart Decorations,12,2011-10-11 09:53:00,1.25,16561,United Kingdom,15.0,UK,Standard,Normal,511.12,2,0.0293,-0.017,10.2,Mid,0,Repeat,7-12,Q1-Low,2011,10,Tuesday,9,4,15.0,158,16,264.96,2.772588722239781,13,False,1.25
572058,23053,Recycled Acapulco Mat Pink,1,2011-10-20 12:43:00,8.25,18252,United Kingdom,8.25,UK,Premium,Normal,526.67,2,0.0157,-0.038,10.2,Low,0,Repeat,1-2,Q1-Low,2011,10,Thursday,12,4,8.25,221,95,456.77,2.224623551524334,16,False,8.25
554096,20762,Green Fern Sketchbook,4,2011-05-22 12:51:00,3.75,14921,United Kingdom,15.0,UK,Standard,Normal,1316.07,2,0.0114,-0.017,10.2,Mid,1,Repeat,3-6,Q2,2011,5,Sunday,12,2,15.0,631,53,903.01,2.772588722239781,19,False,3.75
576172,23395,Belle Jardiniere Cushion Cover,12,2011-11-14 11:00:00,3.29,15482,United Kingdom,39.480000000000004,UK,Standard,Normal,11054.96,12,0.0036,0.058,10.2,Top,0,Repeat,7-12,Q4-High,2011,11,Monday,11,4,39.480000000000004,448,15,1355.56,3.70080802497921,41,False,3.29
567875,21080,Set/20 Red Retrospot Paper Napkins,3,2011-09-22 14:29:00,0.85,16348,United Kingdom,2.55,UK,Budget,Normal,1469.45,7,0.0017,-0.055,10.2,Low,0,Repeat,3-6,Q2,2011,9,Thursday,14,3,2.55,171,32,275.4,1.2669476034873244,52,False,0.85
564962,22267,Easter Decoration Egg Bunny,1,2011-08-31 14:35:00,0.39,17777,United Kingdom,0.39,UK,Budget,Normal,665.86,3,0.0006,-0.062,10.2,Low,0,Repeat,1-2,Q1-Low,2011,8,Wednesday,14,3,0.55,163,67,194.7,0.3293037471426004,68,False,0.39
562128,22669,Red Baby Bunting,5,2011-08-03 09:07:00,2.95,16150,United Kingdom,14.75,UK,Standard,Normal,2053.02,5,0.0072,-0.018,10.2,Mid,0,Repeat,3-6,Q2,2011,8,Wednesday,9,3,14.75,274,25,444.21999999999997,2.7568403652716422,35,False,2.95
547842,22219,Lovebird Hanging Decoration White,12,2011-03-27 11:14:00,0.85,13875,United Kingdom,10.2,UK,Budget,Normal,1786.79,5,0.0057,-0.032,10.2,Low,1,Repeat,7-12,Q2,2011,3,Sunday,11,1,10.2,168,12,343.03000000000003,2.4159137783010487,32,False,0.85
566010,22940,Feltcraft Christmas Fairy,4,2011-09-08 12:05:00,4.25,13700,United Kingdom,17.0,UK,Standard,Normal,2265.12,10,0.0075,-0.011,10.2,Mid,0,Repeat,3-6,Q2,2011,9,Thursday,12,3,17.0,448,58,390.47,2.8903717578961645,19,False,4.25
576597,22580,Advent Calendar Gingham Sack,3,2011-11-15 14:57:00,5.95,14194,United Kingdom,17.85,UK,Premium,Normal,11349.52,21,0.0016,-0.009,10.2,Mid,0,Repeat,3-6,Q4-High,2011,11,Tuesday,14,4,17.85,682,46,1025.35,2.93651291389402,58,False,5.95
549429,22426,Enamel Wash Bowl Cream,4,2011-04-08 12:06:00,3.75,17001,United Kingdom,15.0,UK,Standard,Normal,3989.57,11,0.0038,-0.017,10.2,Mid,0,Repeat,3-6,Q3,2011,4,Friday,12,2,15.0,158,13,313.5,2.772588722239781,30,False,3.75
553464,22644,Ceramic Cherry Cake Money Bank,12,2011-05-17 11:07:00,1.45,16218,United Kingdom,17.4,UK,Standard,Normal,3084.68,7,0.0056,-0.01,10.2,Mid,0,Repeat,7-12,Q3,2011,5,Tuesday,11,2,17.4,572,17,925.16,2.91235066461494,24,False,1.45
570479,23285,Pink Vintage Spot Beaker,5,2011-10-10 16:58:00,0.85,17589,United Kingdom,4.25,UK,Budget,Normal,2404.17,4,0.0018,-0.05,10.2,Low,0,Repeat,3-6,Q2,2011,10,Monday,16,4,4.25,324,72,561.1,1.6582280766035324,68,False,0.85
571793,84946,Antique Silver T-Light Glass,72,2011-10-19 11:38:00,1.06,16621,United Kingdom,76.32000000000001,UK,Standard,Bulk-Cheap,813.48,4,0.0938,0.171,10.2,Top,0,Repeat,25+,Q1-Low,2011,10,Wednesday,11,4,76.32000000000001,115,7,204.07000000000002,4.34795265434013,3,False,1.06
549323,22693,Grow A Flytrap Or Sunflower In Tin,24,2011-04-08 10:26:00,1.25,12999,United Kingdom,30.0,UK,Standard,Bulk-Cheap,455.88,3,0.0658,0.029,10.2,Mid,0,Repeat,13-24,Q1-Low,2011,4,Friday,10,2,30.0,310,23,320.28000000000003,3.4339872044851463,3,False,1.25
536627,22961,Jam Making Set Printed,12,2010-12-02 10:53:00,1.45,15658,United Kingdom,17.4,UK,Standard,Normal,1024.1000000000001,5,0.017,-0.01,10.2,Mid,0,Repeat,7-12,Q1-Low,2010,12,Thursday,10,4,17.4,64,14,306.2,2.91235066461494,16,False,1.45
552080,22179,Set 10 Lights Night Owl,24,2011-05-06 11:27:00,5.95,16319,United Kingdom,142.8,UK,Premium,Normal,404.40000000000003,1,0.3531,0.375,10.2,Top,0,One-Time,13-24,Q1-Low,2011,5,Friday,11,2,142.8,72,3,404.40000000000003,4.9684234452869465,1,True,5.95
580097,85066,Cream Sweetheart Mini Chest,5,2011-12-01 14:58:00,12.75,14216,United Kingdom,63.75,UK,Premium,Normal,1839.3,4,0.0347,0.132,10.2,Top,0,Repeat,3-6,Q2,2011,12,Thursday,14,4,63.75,70,13,448.31,4.1705337005796475,6,False,12.75
537204,21819,Glitter Christmas Star,6,2010-12-05 14:45:00,0.85,15555,United Kingdom,5.1,UK,Budget,Normal,4805.17,16,0.0011,-0.048,10.2,Low,1,Repeat,3-6,Q3,2010,12,Sunday,14,4,5.1,293,32,198.43,1.8082887711792655,89,False,0.85
545062,82552,Washroom Metal Sign,1,2011-02-27 14:07:00,1.45,12748,United Kingdom,1.45,UK,Standard,Normal,33719.73,209,0.0,-0.059,10.2,Low,1,Repeat,1-2,Q4-High,2011,2,Sunday,14,1,1.45,102,67,275.25,0.8960880245566356,359,False,1.45
555542,22843,Biscuit Tin Vintage Green,6,2011-06-05 12:51:00,6.75,15108,European Community,40.5,Other,Premium,Normal,1300.25,4,0.0311,1.736,17.700000000000003,Top,1,Repeat,3-6,Q2,2011,6,Sunday,12,2,40.5,127,19,387.05,3.7256934272366524,4,False,6.75
544191,15056N,Edwardian Parasol Natural,3,2011-02-16 16:57:00,5.95,13089,United Kingdom,17.85,UK,Premium,Normal,58825.83,97,0.0003,-0.009,10.2,Mid,0,Repeat,3-6,Q4-High,2011,2,Wednesday,16,1,17.85,367,30,772.8000000000001,2.93651291389402,173,False,5.95
561077,23236,Doiley Storage Tin,6,2011-07-24 15:53:00,2.89,17649,United Kingdom,17.34,UK,Standard,Normal,868.49,1,0.02,-0.01,10.2,Mid,1,One-Time,3-6,Q1-Low,2011,7,Sunday,15,3,17.34,399,52,868.49,2.9090844668283187,10,False,2.89
566271,22624,Ivory Kitchen Scales,2,2011-09-11 13:44:00,8.5,14250,United Kingdom,17.0,UK,Premium,Normal,1904.05,3,0.0089,-0.011,10.2,Mid,1,Repeat,1-2,Q2,2011,9,Sunday,13,3,17.0,866,74,1228.83,2.8903717578961645,19,False,8.5
566307,21479,White Skull Hot Water Bottle,8,2011-09-12 09:37:00,3.75,14307,United Kingdom,30.0,UK,Standard,Normal,2995.72,6,0.01,0.029,10.2,Mid,0,Repeat,7-12,Q3,2011,9,Monday,9,3,30.0,323,34,656.23,3.4339872044851463,8,False,3.75
545654,22917,Herb Marker Rosemary,12,2011-03-04 13:46:00,0.65,15681,United Kingdom,7.800000000000001,UK,Budget,Normal,1426.16,5,0.0055,-0.039,10.2,Low,0,Repeat,7-12,Q2,2011,3,Friday,13,1,7.800000000000001,256,17,345.68,2.174751721484161,21,False,0.65
580727,22075,6 Ribbons Elegant Christmas,5,2011-12-05 17:17:00,3.29,14096,United Kingdom,16.45,UK,Standard,Normal,65164.79,17,0.0003,-0.013,10.2,Mid,0,Repeat,3-6,Q4-High,2011,12,Monday,17,4,16.45,2193,529,8935.98,2.859339648648436,198,False,3.29
573511,23508,Mini Playing Cards Dolly Girl,20,2011-10-31 12:25:00,0.42,12347,Iceland,8.4,EU,Budget,Normal,4310.0,7,0.0019,-0.658,17.0,Low,0,Repeat,13-24,Q3,2011,10,Monday,12,4,8.4,676,47,1294.32,2.2407096892759584,53,False,0.42
577696,22333,Retrospot Party Bag + Sticker Set,1,2011-11-21 11:57:00,1.65,16406,United Kingdom,1.65,UK,Standard,Normal,163.07,1,0.0101,-0.058,10.2,Low,0,One-Time,1-2,Q1-Low,2011,11,Monday,11,4,1.65,122,62,163.07,0.9745596399981308,21,False,1.65
561485,23221,Reindeer Heart Decoration Silver,1,2011-07-27 13:42:00,0.83,17841,United Kingdom,0.83,UK,Budget,Normal,40991.57,124,0.0,-0.061,10.2,Low,0,Repeat,1-2,Q4-High,2011,7,Wednesday,13,3,0.83,142,58,252.22,0.6043159668533294,331,False,0.83
576176,21559,Strawberry Lunch Box With Cutlery,5,2011-11-14 11:04:00,2.55,16936,United Kingdom,12.75,UK,Standard,Normal,262.68,1,0.0485,-0.024,10.2,Mid,0,One-Time,3-6,Q1-Low,2011,11,Monday,11,4,12.75,173,57,262.68,2.6210388241125804,4,False,2.55
545188,22548,Heads And Tails Sporting Fun,4,2011-02-28 15:19:00,1.25,14056,United Kingdom,5.0,UK,Standard,Normal,8214.65,23,0.0006,-0.048,10.2,Low,0,Repeat,3-6,Q4-High,2011,2,Monday,15,1,5.0,372,131,598.96,1.791759469228055,104,False,1.25
557630,20724,Red Retrospot Charlotte Bag,10,2011-06-21 14:53:00,0.85,13178,United Kingdom,8.5,UK,Budget,Normal,5725.47,11,0.0015,-0.037,10.2,Low,0,Repeat,7-12,Q3,2011,6,Tuesday,14,2,8.5,290,31,591.73,2.2512917986064953,35,False,0.85
547805,85150,Ladies & Gentlemen Metal Sign,6,2011-03-25 13:35:00,2.55,13327,United Kingdom,15.299999999999999,UK,Standard,Normal,3627.77,8,0.0042,-0.016,10.2,Mid,0,Repeat,3-6,Q3,2011,3,Friday,13,1,15.299999999999999,194,21,474.05,2.7911651078127164,40,False,2.55
552410,21927,Blue/Cream Stripe Cushion Cover,3,2011-05-09 12:40:00,1.25,14527,United Kingdom,3.75,UK,Standard,Normal,8508.82,55,0.0004,-0.052,10.2,Low,0,Repeat,3-6,Q4-High,2011,5,Monday,12,2,3.75,31,18,118.49,1.55814461804655,109,False,1.25
559876,20996,Jazz Hearts Address Book,2,2011-07-13 11:09:00,0.19,15752,United Kingdom,0.38,UK,Budget,Normal,2637.38,7,0.0001,-0.062,10.2,Low,0,Repeat,1-2,Q2,2011,7,Wednesday,11,3,0.55,210,60,243.25,0.3220834991691133,93,False,0.19
570420,23395,Belle Jardiniere Cushion Cover,2,2011-10-10 13:33:00,3.75,17841,United Kingdom,7.5,UK,Standard,Normal,40991.57,124,0.0002,-0.04,10.2,Low,0,Repeat,1-2,Q4-High,2011,10,Monday,13,4,7.5,243,73,285.65,2.1400661634962708,201,False,3.75
556908,22030,Swallows Greeting Card,12,2011-06-15 13:23:00,0.42,18165,United Kingdom,5.04,UK,Budget,Normal,302.46000000000004,1,0.0167,-0.048,10.2,Low,0,One-Time,7-12,Q1-Low,2011,6,Wednesday,13,2,5.04,254,10,302.46000000000004,1.7984040119467235,6,False,0.42
569005,16156S,Wrap Pink Fairy Cakes,25,2011-09-29 18:30:00,0.42,16268,United Kingdom,10.5,UK,Budget,Bulk-Cheap,667.65,2,0.0157,-0.031,10.2,Low,0,Repeat,25+,Q1-Low,2011,9,Thursday,18,3,10.5,465,36,493.76,2.4423470353692043,18,False,0.42
552181,22417,Pack Of 60 Spaceboy Cake Cases,120,2011-05-06 13:36:00,0.42,17381,United Kingdom,50.4,UK,Budget,Bulk-Cheap,20275.61,29,0.0025,0.091,10.2,Top,0,Repeat,25+,Q4-High,2011,5,Friday,13,2,50.4,820,9,1484.4,3.9396381724611196,59,False,0.42
571444,22910,Paper Chain Kit Vintage Christmas,12,2011-10-17 13:44:00,2.95,18179,United Kingdom,35.400000000000006,UK,Standard,Normal,1793.17,6,0.0197,0.045,10.2,Top,0,Repeat,7-12,Q2,2011,10,Monday,13,4,35.400000000000006,227,26,469.43,3.594568774642695,5,False,2.95
567474,21980,Pack Of 12 Red Retrospot Tissues,24,2011-09-20 12:53:00,0.39,13448,United Kingdom,9.36,UK,Budget,Bulk-Cheap,3539.37,6,0.0026,-0.035,10.2,Low,0,Repeat,13-24,Q3,2011,9,Tuesday,12,3,9.36,488,91,1065.79,2.337952236831337,59,False,0.39
569853,23293,Set Of 12 Fairy Cake Baking Cases,8,2011-10-06 14:18:00,0.83,13771,United Kingdom,6.64,UK,Budget,Normal,2634.45,4,0.0025,-0.043,10.2,Low,0,Repeat,7-12,Q2,2011,10,Thursday,14,4,6.64,176,17,319.2,2.033397603178429,45,False,0.83
536804,84879,Assorted Colour Bird Ornament,48,2010-12-02 16:34:00,1.69,14031,United Kingdom,81.12,UK,Standard,Bulk-Cheap,17286.86,19,0.0047,0.186,10.2,Top,0,Repeat,25+,Q4-High,2010,12,Thursday,16,4,81.12,531,25,1714.25,4.408181592150733,28,False,1.69
541949,22748,Poppy'S Playhouse Kitchen,6,2011-01-24 12:08:00,2.1,18136,United Kingdom,12.600000000000001,UK,Standard,Normal,784.33,3,0.0161,-0.025,10.2,Mid,0,Repeat,3-6,Q1-Low,2011,1,Monday,12,1,12.600000000000001,177,18,288.99,2.6100697927420065,18,False,2.1
575144,22211,Wood Stamp Set Flowers,12,2011-11-08 15:38:00,0.83,12540,Spain,9.959999999999999,EU,Budget,Normal,13400.24,17,0.0007,-0.211,15.0,Low,0,Repeat,7-12,Q4-High,2011,11,Tuesday,15,4,9.959999999999999,239,24,573.71,2.3942522815198695,101,False,0.83
574029,23352,Roll Wrap 50'S Red Christmas,24,2011-11-02 12:34:00,1.25,12955,United Kingdom,30.0,UK,Standard,Bulk-Cheap,4757.16,11,0.0063,0.029,10.2,Mid,0,Repeat,13-24,Q3,2011,11,Wednesday,12,4,30.0,720,37,994.8,3.4339872044851463,26,False,1.25
543191,21122,Set/10 Pink Polkadot Party Candles,3,2011-02-04 11:54:00,1.25,13137,United Kingdom,3.75,UK,Standard,Normal,3650.41,8,0.001,-0.052,10.2,Low,0,Repeat,3-6,Q3,2011,2,Friday,11,1,3.75,141,48,217.93,1.55814461804655,82,False,1.25
574089,22193,Red Diner Wall Clock,2,2011-11-03 09:07:00,8.5,17611,United Kingdom,17.0,UK,Premium,Normal,3984.22,15,0.0043,-0.011,10.2,Mid,0,Repeat,1-2,Q3,2011,11,Thursday,9,4,17.0,162,20,300.1,2.8903717578961645,20,False,8.5
561690,22383,Lunch Bag Suki Design,10,2011-07-29 09:11:00,1.65,13875,United Kingdom,16.5,UK,Standard,Normal,1786.79,5,0.0092,-0.013,10.2,Mid,0,Repeat,7-12,Q2,2011,7,Friday,9,3,16.5,251,23,356.92,2.8622008809294686,20,False,1.65
546392,84375,Set Of 20 Kids Cookie Cutters,1,2011-03-11 14:15:00,2.1,14587,United Kingdom,2.1,UK,Standard,Normal,1601.14,9,0.0013,-0.057,10.2,Low,0,Repeat,1-2,Q2,2011,3,Friday,14,1,2.1,94,44,202.82,1.1314021114911006,56,False,2.1
574328,22090,Paper Bunting Retrospot,40,2011-11-04 09:05:00,2.55,13081,United Kingdom,102.0,UK,Standard,Normal,28337.38,11,0.0036,0.25,10.2,Top,0,Repeat,25+,Q4-High,2011,11,Friday,9,4,102.0,4981,208,7271.34,4.634728988229636,7,False,2.55
563909,23172,Regency Tea Plate Pink,3,2011-08-21 12:36:00,1.65,15701,United Kingdom,4.949999999999999,UK,Standard,Normal,1542.14,4,0.0032,-0.048,10.2,Low,1,Repeat,3-6,Q2,2011,8,Sunday,12,3,4.949999999999999,479,127,857.0,1.7833912195575383,50,False,1.65
540992,84949,Silver Hanging T-Light Holder,6,2011-01-12 16:57:00,1.65,17364,United Kingdom,9.899999999999999,UK,Standard,Normal,4481.18,11,0.0022,-0.033,10.2,Low,0,Repeat,3-6,Q3,2011,1,Wednesday,16,1,9.899999999999999,303,49,436.23,2.388762789235098,79,False,1.65
541631,22362,Glass Jar Peacock Bath Salts,6,2011-01-20 10:47:00,2.95,12637,France,17.700000000000003,EU,Standard,Normal,6021.9,8,0.0029,-0.099,16.6,Mid,0,Repeat,3-6,Q3,2011,1,Thursday,10,1,17.700000000000003,708,72,1516.68,2.928523523860541,32,False,2.95
577296,21993,Floral Folk Stationery Set,1,2011-11-18 12:47:00,1.25,17286,United Kingdom,1.25,UK,Standard,Normal,153.92,1,0.0081,-0.059,10.2,Low,0,One-Time,1-2,Q1-Low,2011,11,Friday,12,4,1.25,118,45,153.92,0.8109302162163288,20,False,1.25
554151,22561,Wooden School Colouring Set,6,2011-05-23 11:07:00,1.65,14049,United Kingdom,9.899999999999999,UK,Standard,Normal,5681.72,4,0.0017,-0.033,10.2,Low,0,Repeat,3-6,Q3,2011,5,Monday,11,2,9.899999999999999,1269,143,2026.6299999999999,2.388762789235098,65,False,1.65
578155,23109,Pack Of Six Led Tea Lights,1,2011-11-23 11:32:00,2.89,12748,United Kingdom,2.89,UK,Standard,Normal,33719.73,209,0.0001,-0.054,10.2,Low,0,Repeat,1-2,Q4-High,2011,11,Wednesday,11,4,2.89,73,51,176.94,1.358409157630355,324,False,2.89
541970,21914,Blue Harmonica In Box,12,2011-01-24 13:48:00,1.25,15179,United Kingdom,15.0,UK,Standard,Normal,2206.95,5,0.0068,-0.017,10.2,Mid,0,Repeat,7-12,Q2,2011,1,Monday,13,1,15.0,1244,44,1285.62,2.772588722239781,31,False,1.25
558315,22697,Green Regency Teacup And Saucer,18,2011-06-28 11:44:00,2.95,15065,United Kingdom,53.1,UK,Standard,Normal,3158.13,4,0.0168,0.1,10.2,Top,0,Repeat,13-24,Q3,2011,6,Tuesday,11,2,53.1,460,66,1452.35,3.9908341858524357,3,False,2.95
558355,23263,Set Of 3 Wooden Heart Decorations,2,2011-06-28 14:58:00,1.25,13614,United Kingdom,2.5,UK,Standard,Normal,1610.46,4,0.0016,-0.056,10.2,Low,0,Repeat,1-2,Q2,2011,6,Tuesday,14,2,2.5,222,81,589.23,1.252762968495368,64,False,1.25
540247,20751,Funky Washing Up Gloves Assorted,4,2011-01-05 15:56:00,2.1,15464,United Kingdom,8.4,UK,Standard,Normal,1048.85,1,0.008,-0.037,10.2,Low,0,One-Time,3-6,Q1-Low,2011,1,Wednesday,15,1,8.4,350,157,1048.85,2.2407096892759584,22,False,2.1
557892,23191,Bundle Of 3 Retro Note Books,1,2011-06-23 14:11:00,1.65,14534,United Kingdom,1.65,UK,Standard,Normal,4447.05,18,0.0004,-0.058,10.2,Low,0,Repeat,1-2,Q3,2011,6,Thursday,14,2,1.65,199,65,421.39,0.9745596399981308,120,False,1.65
578233,21918,Set 12 Kids Colour  Chalk Sticks,24,2011-11-23 12:20:00,0.42,14049,United Kingdom,10.08,UK,Budget,Bulk-Cheap,5681.72,4,0.0018,-0.032,10.2,Low,0,Repeat,13-24,Q3,2011,11,Wednesday,12,4,10.08,1699,212,2396.33,2.405141681319138,62,False,0.42
569360,22722,Set Of 6 Spice Tins Pantry Design,1,2011-10-03 14:59:00,3.95,14653,United Kingdom,3.95,UK,Standard,Normal,1947.55,7,0.002,-0.051,10.2,Low,0,Repeat,1-2,Q2,2011,10,Monday,14,4,3.95,139,57,350.09,1.599387576580599,69,False,3.95
562217,22448,Pin Cushion Babushka Red,6,2011-08-03 14:06:00,3.35,17659,United Kingdom,20.1,UK,Standard,Normal,2999.46,12,0.0067,-0.002,10.2,Mid,0,Repeat,3-6,Q3,2011,8,Wednesday,14,3,20.1,158,18,318.24,3.0492730404820207,27,False,3.35
560845,84755,Colour Glass T-Light Holder Hanging,16,2011-07-21 12:29:00,0.65,15570,United Kingdom,10.4,UK,Budget,Normal,4165.52,12,0.0025,-0.031,10.2,Low,0,Repeat,13-24,Q3,2011,7,Thursday,12,3,10.4,202,21,301.26,2.4336133554004498,60,False,0.65
563723,22178,Victorian Glass Hanging T-Light,12,2011-08-18 16:43:00,1.25,13319,United Kingdom,15.0,UK,Standard,Normal,10845.550000000001,26,0.0014,-0.017,10.2,Mid,0,Repeat,7-12,Q4-High,2011,8,Thursday,16,3,15.0,212,17,346.2,2.772588722239781,77,False,1.25
568894,22029,Spaceboy Birthday Card,12,2011-09-29 13:04:00,0.42,17528,United Kingdom,5.04,UK,Budget,Normal,3628.5,8,0.0014,-0.048,10.2,Low,0,Repeat,7-12,Q3,2011,9,Thursday,13,3,5.04,494,85,779.36,1.7984040119467235,75,False,0.42
575211,21874,Gin And Tonic Mug,6,2011-11-09 10:39:00,1.65,17377,United Kingdom,9.899999999999999,UK,Standard,Normal,4100.92,20,0.0024,-0.033,10.2,Low,0,Repeat,3-6,Q3,2011,11,Wednesday,10,4,9.899999999999999,137,39,287.51,2.388762789235098,52,False,1.65
579938,84380,Set Of 3 Butterfly Cookie Cutters,12,2011-12-01 10:18:00,1.45,14146,United Kingdom,17.4,UK,Standard,Normal,4191.0,5,0.0042,-0.01,10.2,Mid,0,Repeat,7-12,Q3,2011,12,Thursday,10,4,17.4,660,73,1225.16,2.91235066461494,27,False,1.45
537762,22310,Ivory Knitted Mug Cosy,6,2010-12-08 12:01:00,1.65,16558,United Kingdom,9.899999999999999,UK,Standard,Normal,8338.49,20,0.0012,-0.033,10.2,Low,0,Repeat,3-6,Q4-High,2010,12,Wednesday,12,4,9.899999999999999,275,27,569.4,2.388762789235098,73,False,1.65
